dataset_label,file_family,field_pair,flag,definition,numerator,denominator,rate,status
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,84,150018,0.0005599328080630325,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,60162,150018,0.401031876174859,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_email,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,150018,6.665866762655148e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,277,150018,0.001846445093255476,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_jamo_or_decomposed,aggregate Unicode/preprocessing indicator; not official pipeline evidence,14,150018,9.332213467717207e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,150017,150018,0.9999933341332373,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_markup,aggregate Unicode/preprocessing indicator; not official pipeline evidence,51,150018,0.00033995920489541257,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_non_NFC,aggregate Unicode/preprocessing indicator; not official pipeline evidence,13,150018,8.665626791451692e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,175,150018,0.001166526683464651,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,150012,150018,0.999960004799424,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_punctuation_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,8,150018,5.3326934101241185e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_repeated_whitespace,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,150018,6.665866762655148e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_whitespace_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,150018,6.665866762655148e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,EN_zero_width,aggregate Unicode/preprocessing indicator; not official pipeline evidence,840,150018,0.005599328080630324,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,2182,150018,0.014544921276113534,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,98,150018,0.0006532549427402045,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,68139,150018,0.45420549534055915,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_email,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,150018,6.665866762655148e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1489,150018,0.009925475609593516,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_jamo_or_decomposed,aggregate Unicode/preprocessing indicator; not official pipeline evidence,297,150018,0.001979762428508579,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,40813,150018,0.27205402018424457,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_markup,aggregate Unicode/preprocessing indicator; not official pipeline evidence,4,150018,2.6663467050620593e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_non_NFC,aggregate Unicode/preprocessing indicator; not official pipeline evidence,130,150018,0.0008665626791451692,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,78,150018,0.0005199376074871016,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,150012,150018,0.999960004799424,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_punctuation_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,571,150018,0.0038062099214760895,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_repeated_whitespace,aggregate Unicode/preprocessing indicator; not official pipeline evidence,2,150018,1.3331733525310296e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_whitespace_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,2,150018,1.3331733525310296e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_DIR_026,VALID_KO_TO_EN,ko + en,KO_zero_width,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,150018,6.665866762655148e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,missing_KO,KO is null,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,missing_EN,EN is null,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,empty_KO,KO empty or whitespace,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,empty_EN,EN empty or whitespace,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,language_mismatch,KO Hangul or EN Latin dominance below 0.5,240,200000,0.0012,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,high_digit_ratio_KO,KO digit ratio >0.20,503,200000,0.002515,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,high_digit_ratio_EN,EN digit ratio >0.20,63,200000,0.000315,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,high_punctuation_ratio_KO,KO punctuation ratio >0.20,20,200000,0.0001,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,high_punctuation_ratio_EN,EN punctuation ratio >0.20,19,200000,9.5e-05,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,extreme_codepoint_length_ratio,KO/EN codepoint ratio <0.20 or >5.00,13,200000,6.5e-05,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,extreme_byte_length_ratio,KO/EN byte ratio <0.20 or >5.00,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,duplicate_candidate_pair,salted within-run KO+EN hash repeated,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,one_to_many_indicator,distinct KO hashes linked to multiple EN hashes,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,many_to_one_indicator,distinct EN hashes linked to multiple KO hashes,8,200000,4e-05,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,unobserved_direction,direction not directly observed,200000,200000,1.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,suspiciously_short_KO,KO <2 codepoints,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,suspiciously_short_EN,EN <2 codepoints,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,suspiciously_long_KO,KO >1000 codepoints,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,suspiciously_long_EN,EN >1000 codepoints,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,32,200000,0.00016,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,19,200000,9.5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,13143,200000,0.065715,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_email,aggregate Unicode/preprocessing indicator; not official pipeline evidence,3,200000,1.5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,64,200000,0.00032,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,200000,200000,1.0,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_markup,aggregate Unicode/preprocessing indicator; not official pipeline evidence,18,200000,9e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,53,200000,0.000265,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,200000,200000,1.0,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_punctuation_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,4,200000,2e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,EN_zero_width,aggregate Unicode/preprocessing indicator; not official pipeline evidence,12,200000,6e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,82,200000,0.00041,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,18,200000,9e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,16220,200000,0.0811,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_email,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,200000,5e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,37,200000,0.000185,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_jamo_or_decomposed,aggregate Unicode/preprocessing indicator; not official pipeline evidence,9,200000,4.5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,9459,200000,0.047295,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_markup,aggregate Unicode/preprocessing indicator; not official pipeline evidence,3,200000,1.5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,51,200000,0.000255,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,199996,200000,0.99998,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_punctuation_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,15,200000,7.5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(1),원문 + 번역문,KO_zero_width,aggregate Unicode/preprocessing indicator; not official pipeline evidence,5,200000,2.5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,missing_KO,KO is null,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,missing_EN,EN is null,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,empty_KO,KO empty or whitespace,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,empty_EN,EN empty or whitespace,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,language_mismatch,KO Hangul or EN Latin dominance below 0.5,207,200000,0.001035,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,high_digit_ratio_KO,KO digit ratio >0.20,570,200000,0.00285,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,high_digit_ratio_EN,EN digit ratio >0.20,88,200000,0.00044,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,high_punctuation_ratio_KO,KO punctuation ratio >0.20,13,200000,6.5e-05,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,high_punctuation_ratio_EN,EN punctuation ratio >0.20,2,200000,1e-05,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,extreme_codepoint_length_ratio,KO/EN codepoint ratio <0.20 or >5.00,13,200000,6.5e-05,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,extreme_byte_length_ratio,KO/EN byte ratio <0.20 or >5.00,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,duplicate_candidate_pair,salted within-run KO+EN hash repeated,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,one_to_many_indicator,distinct KO hashes linked to multiple EN hashes,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,many_to_one_indicator,distinct EN hashes linked to multiple KO hashes,4,200000,2e-05,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,unobserved_direction,direction not directly observed,200000,200000,1.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,suspiciously_short_KO,KO <2 codepoints,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,suspiciously_short_EN,EN <2 codepoints,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,suspiciously_long_KO,KO >1000 codepoints,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,suspiciously_long_EN,EN >1000 codepoints,0,200000,0.0,SOFT_FLAG_ONLY
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,45,200000,0.000225,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,7,200000,3.5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,13864,200000,0.06932,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_email,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,200000,5e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,112,200000,0.00056,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,200000,200000,1.0,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_markup,aggregate Unicode/preprocessing indicator; not official pipeline evidence,7,200000,3.5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,55,200000,0.000275,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_punctuation_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,200000,200000,1.0,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_punctuation_normalization_indicator,aggregate Unicode/preprocessing indicator; not official pipeline evidence,1,200000,5e-06,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_url,aggregate Unicode/preprocessing indicator; not official pipeline evidence,2,200000,1e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,EN_zero_width,aggregate Unicode/preprocessing indicator; not official pipeline evidence,15,200000,7.5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,KO_NFKC_change,aggregate Unicode/preprocessing indicator; not official pipeline evidence,80,200000,0.0004,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,KO_bracket_placeholder,aggregate Unicode/preprocessing indicator; not official pipeline evidence,10,200000,5e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,KO_digit_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,16882,200000,0.08441,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,KO_emoji_symbol_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,51,200000,0.000255,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,KO_jamo_or_decomposed,aggregate Unicode/preprocessing indicator; not official pipeline evidence,14,200000,7e-05,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,KO_latin_mixing,aggregate Unicode/preprocessing indicator; not official pipeline evidence,9411,200000,0.047055,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
LOCAL_LEGACY_KO_EN_XLSX,1_구어체(2),원문 + 번역문,KO_phone,aggregate Unicode/preprocessing indicator; not official pipeline evidence,59,200000,0.000295,LOCAL_OBSERVED_PREPROCESSING_INDICATOR / NOT DOCUMENTED_AS_OFFICIAL_PREPROCESSING
